District,Season,season_temporal,transplant_month,growth_start_month,harvest_start_month,temp_diurnal_range,temp_mean,gdd_proxy,svp_proxy,vpd_proxy,humidity_mid,season_sin,season_cos,area_log,area_x_diurnal,temp_x_humidity,Season_enc,Crop Name_enc,Transplant_enc,Growth_enc,Harvest_enc,District_enc,AP Ratio
Noakhali,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,4.997212273764115,3675.0,2846.25,0,31,0,20,1,47,10.23809524
Pabna,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,7.195937226475569,33325.0,2846.25,0,31,0,20,1,48,21.87471868
Panchagar,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.5254529391317835,6250.0,2846.25,0,31,0,20,1,49,104.576
Patuakhali,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.621405651764134,18750.0,2846.25,0,31,0,20,1,50,20.612
Pirojpur,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.68586094706836,20000.0,2846.25,0,31,0,20,1,51,8.4875
Rajbari,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.354370040797351,14350.0,2846.25,0,31,0,20,1,52,45.07839721
Rajshahi,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.993961427306569,10000.0,2846.25,0,31,0,20,1,53,25.9675
Rangamati,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,8.125926802707886,84500.0,2846.25,0,31,0,20,1,54,13.87573964
Rangpur,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.707110264748875,7500.0,2846.25,0,31,0,20,1,55,57.18333333
Satkhira,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.5254529391317835,6250.0,2846.25,0,31,0,20,1,56,23.34
Shariatpur,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.123963979403259,4175.0,2846.25,0,31,0,20,1,57,7.598802395
Sherpur,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,4.394449154672439,2000.0,2846.25,0,31,0,20,1,58,152.05
Sirajganj,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,4.553876891600541,2350.0,2846.25,0,31,0,20,1,59,201.7978723
Sunamganj,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.993961427306569,10000.0,2846.25,0,31,0,20,1,60,13.33
Sylhet,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.111467339502679,11250.0,2846.25,0,31,0,20,1,61,15.89555556
Tangail,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,7.77779262633883,59650.0,2846.25,0,31,0,20,1,62,31.35498743
Thakurgaon,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.894670039433482,24650.0,2846.25,0,31,0,20,1,63,9.317444219
Bagerhat,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.442651256490317,420.0,2200.0,0,32,0,20,24,0,8.607142857
Bandarban,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,6.897704943128636,4945.0,2200.0,0,32,0,20,24,1,0.8695652174
Barguna,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.924255797414532,1865.0,2200.0,0,32,0,20,24,2,0.691689008
Barishal,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,6.0063531596017325,2025.0,2200.0,0,32,0,20,24,3,3.414814815
Bhola,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.6131281063880705,1365.0,2200.0,0,32,0,20,24,4,1.582417582
Bogura,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.25227342804663,950.0,2200.0,0,32,0,20,24,5,9.626315789
Brahmanbaria,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.187385805840755,890.0,2200.0,0,32,0,20,24,6,6.668539326
Chandpur,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,3.1354942159291497,110.0,2200.0,0,32,0,20,24,7,19.90909091
Chapai Nawabganj,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.700480365792417,545.0,2200.0,0,32,0,20,24,8,3.651376147
Chattogram,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,6.322565239927284,2780.0,2200.0,0,32,0,20,24,9,10.38489209
Chuadanga,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,3.9512437185814275,255.0,2200.0,0,32,0,20,24,10,3.941176471
CoxsBazar,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.062595033026967,785.0,2200.0,0,32,0,20,24,11,14.63694268
Cumilla,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.75890177387728,1580.0,2200.0,0,32,0,20,24,12,6.693037975
Dhaka,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.2626798770413155,350.0,2200.0,0,32,0,20,24,13,17.35714286
Dinajpur,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.955827057601261,705.0,2200.0,0,32,0,20,24,14,8.156028369
Faridpur,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.61512051684126,500.0,2200.0,0,32,0,20,24,15,6.4
Feni,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.0943445622221,295.0,2200.0,0,32,0,20,24,16,2.661016949
Gaibandha,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.174387269895637,320.0,2200.0,0,32,0,20,24,17,7.078125
Gazipur,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.2574953720277815,955.0,2200.0,0,32,0,20,24,18,4.434554974
Gopalganj,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.174387269895637,320.0,2200.0,0,32,0,20,24,19,10.765625
Habiganj,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.929589143389895,1875.0,2200.0,0,32,0,20,24,20,3.797333333
Jamalpur,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.247024072160486,945.0,2200.0,0,32,0,20,24,21,6.248677249
Jashore,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.973809611869261,1960.0,2200.0,0,32,0,20,24,22,5.918367347
Jhallokati,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.820082930352362,1680.0,2200.0,0,32,0,20,24,23,4.425595238
Jhenaidah,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.74493212836325,570.0,2200.0,0,32,0,20,24,24,12.66666667
Joypurhat,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,3.258096538021482,125.0,2200.0,0,32,0,20,24,25,8.76
Khagrachari,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,6.20455776256869,2470.0,2200.0,0,32,0,20,24,26,2.101214575
Khulna,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.402677381872279,1105.0,2200.0,0,32,0,20,24,27,6.131221719
Kishoreganj,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.017279836814924,750.0,2200.0,0,32,0,20,24,28,10.76666667
Kurigram,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,3.8918202981106265,240.0,2200.0,0,32,0,20,24,29,8.5625
Kushtia,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.5217885770490405,455.0,2200.0,0,32,0,20,24,30,19.17582418
Lakshmipur,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,6.1675164908883415,2380.0,2200.0,0,32,0,20,24,31,1.159663866
Lalmonirhat,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.198497031265826,900.0,2200.0,0,32,0,20,24,32,3.566666667
Madaripur,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.1588830833596715,315.0,2200.0,0,32,0,20,24,33,7.603174603
Magura,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.919980925828125,680.0,2200.0,0,32,0,20,24,34,11.875
Manikganj,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.672828834461906,530.0,2200.0,0,32,0,20,24,35,6.688679245
Meherpur,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.770684624465665,585.0,2200.0,0,32,0,20,24,36,6.008547009
Moulvibazar,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.655991810819852,1425.0,2200.0,0,32,0,20,24,37,13.24210526
Munshiganj,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,3.258096538021482,125.0,2200.0,0,32,0,20,24,38,6.32
Mymensingh,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,7.1372784372603855,6285.0,2200.0,0,32,0,20,24,39,3.180588703
Naogaon,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.209486152841421,910.0,2200.0,0,32,0,20,24,40,3.5
Narail,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.429345628954441,1135.0,2200.0,0,32,0,20,24,41,5.797356828
Narayanganj,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,2.70805020110221,70.0,2200.0,0,32,0,20,24,42,10.0
Narsingdi,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.394449154672439,400.0,2200.0,0,32,0,20,24,43,11.1375
Natore,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.438079308923196,1145.0,2200.0,0,32,0,20,24,44,14.95196507
Netrokona,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.493061443340548,1210.0,2200.0,0,32,0,20,24,45,6.17768595
Nilphamari,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.48863636973214,440.0,2200.0,0,32,0,20,24,46,17.0
Noakhali,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,3.828641396489095,225.0,2200.0,0,32,0,20,24,47,6.511111111
Pabna,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.204692619390966,330.0,2200.0,0,32,0,20,24,48,9.181818182
Panchagar,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.225746673713202,925.0,2200.0,0,32,0,20,24,49,8.540540541
Patuakhali,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.393627546352362,1095.0,2200.0,0,32,0,20,24,50,1.02283105
Pirojpur,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.529429087511423,1255.0,2200.0,0,32,0,20,24,51,3.346613546
Rajbari,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.924255797414532,1865.0,2200.0,0,32,0,20,24,52,3.54691689
Rajshahi,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.54907608489522,1280.0,2200.0,0,32,0,20,24,53,5.28125
Rangamati,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.942799375126701,1900.0,2200.0,0,32,0,20,24,54,7.397368421
Rangpur,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.74493212836325,570.0,2200.0,0,32,0,20,24,55,11.4122807
Satkhira,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.247024072160486,945.0,2200.0,0,32,0,20,24,56,4.301587302
Shariatpur,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.680172609017068,1460.0,2200.0,0,32,0,20,24,57,3.626712329
Sherpur,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.7535901911063645,575.0,2200.0,0,32,0,20,24,58,4.686956522
Sirajganj,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,3.7612001156935624,210.0,2200.0,0,32,0,20,24,59,15.42857143
Sunamganj,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.68213122712422,535.0,2200.0,0,32,0,20,24,60,29.14018692
Sylhet,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,6.248042874508429,2580.0,2200.0,0,32,0,20,24,61,0.8178294574
Tangail,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,5.049856007249537,775.0,2200.0,0,32,0,20,24,62,12.26451613
Thakurgaon,Kharif 1,1,4.0,9.0,5.0,5.0,27.5,17.5,3.6724723278933036,0.7344944655786606,80.0,0.8660254037844387,-0.4999999999999998,4.663439094112067,525.0,2200.0,0,32,0,20,24,63,4.79047619
Bagerhat,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,4.1588830833596715,630.0,2400.0,1,33,6,12,19,0,4.793650794
Barguna,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,5.594711379601839,2680.0,2400.0,1,33,6,12,19,2,1.194029851
Barishal,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,6.7357800142423265,8410.0,2400.0,1,33,6,12,19,3,1.118906064
Bhola,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,4.9344739331306915,1380.0,2400.0,1,33,6,12,19,4,1.456521739
Bogura,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,1.9459101490553132,60.0,2400.0,1,33,6,12,19,5,6.666666667
Brahmanbaria,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,2.3978952727983707,100.0,2400.0,1,33,6,12,19,6,2.6
Chandpur,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,3.1780538303479458,230.0,2400.0,1,33,6,12,19,7,7.086956522
Chapai Nawabganj,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,2.1972245773362196,80.0,2400.0,1,33,6,12,19,8,0.375
Chattogram,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,7.089243155027514,11980.0,2400.0,1,33,6,12,19,9,0.1919866444
Chuadanga,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,2.4849066497880004,110.0,2400.0,1,33,6,12,19,10,3.545454545
CoxsBazar,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,6.444131256700441,6280.0,2400.0,1,33,6,12,19,11,0.949044586
Cumilla,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,4.605170185988092,990.0,2400.0,1,33,6,12,19,12,2.98989899
Dhaka,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,3.1780538303479458,230.0,2400.0,1,33,6,12,19,13,5.217391304
Faridpur,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,4.276666119016055,710.0,2400.0,1,33,6,12,19,15,4.901408451
Feni,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,2.9444389791664403,180.0,2400.0,1,33,6,12,19,16,4.0
Gaibandha,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,1.6094379124341003,40.0,2400.0,1,33,6,12,19,17,0.0
Gazipur,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,2.995732273553991,190.0,2400.0,1,33,6,12,19,18,3.631578947
Gopalganj,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,3.1780538303479458,230.0,2400.0,1,33,6,12,19,19,25.56521739
Habiganj,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,2.0794415416798357,70.0,2400.0,1,33,6,12,19,20,0.0
Jamalpur,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,1.6094379124341003,40.0,2400.0,1,33,6,12,19,21,2.75
Jashore,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,5.241747015059643,1880.0,2400.0,1,33,6,12,19,22,4.510638298
Jhallokati,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,5.3981627015177525,2200.0,2400.0,1,33,6,12,19,23,1.104545455
Jhenaidah,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,3.871201010907891,470.0,2400.0,1,33,6,12,19,24,15.55319149
Joypurhat,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,3.2188758248682006,240.0,2400.0,1,33,6,12,19,25,1.333333333
Khagrachari,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,3.1780538303479458,230.0,2400.0,1,33,6,12,19,26,1.130434783
Khulna,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,6.816735880594968,9120.0,2400.0,1,33,6,12,19,27,0.6348684211
Kishoreganj,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,2.1972245773362196,80.0,2400.0,1,33,6,12,19,28,6.125
Kurigram,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,1.3862943611198906,30.0,2400.0,1,33,6,12,19,29,5.666666667
Kushtia,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,3.295836866004329,260.0,2400.0,1,33,6,12,19,30,14.26923077
Lakshmipur,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,2.6390573296152584,130.0,2400.0,1,33,6,12,19,31,3.230769231
Lalmonirhat,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,1.6094379124341003,40.0,2400.0,1,33,6,12,19,32,1.75
Madaripur,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,3.1780538303479458,230.0,2400.0,1,33,6,12,19,33,8.260869565
Magura,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,2.8903717578961645,170.0,2400.0,1,33,6,12,19,34,63.23529412
Manikganj,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,2.8903717578961645,170.0,2400.0,1,33,6,12,19,35,2.764705882
Meherpur,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,4.189654742026425,650.0,2400.0,1,33,6,12,19,36,0.4615384615
Moulvibazar,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,5.627621113690637,2770.0,2400.0,1,33,6,12,19,37,0.1010830325
Munshiganj,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,1.9459101490553132,60.0,2400.0,1,33,6,12,19,38,4.5
Mymensingh,Kharif 2,2,6.0,7.0,6.0,10.0,30.0,20.0,4.244454405536604,0.8488908811073206,80.0,-0.8660254037844385,-0.5000000000000004,0.6931471805599453,10.0,2400.0,1,33,6,12,19,39,6.0
